index,file_name,data_type,data_source,instruction,bbox_x0,bbox_y0,bbox_x1,bbox_y1,plura_x,plura_y,plura_hit,plura_dist_center,det_x,det_y,det_hit,det_dist_center,det_iou,gpt_x,gpt_y,gpt_hit,gpt_dist_center,gpt_cached,gpt_latency_seconds
842,ppt_windows/screenshot_2024-10-25_15-57-18.png,icon,windows,Save,0.004166666666666667,0.0,0.014583333333333334,0.016666666666666666,0.5628908964558721,0.5461624026696329,False,0.7717771410533599,0.5559416261292565,0.5350389321468298,False,0.7590479988905855,0.0,,,,,,
376,fruitloops_windows/screenshot_2024-10-31_19-38-29.png,icon,windows,scrolls to reach time markers,0.3421875,0.03194444444444444,0.354296875,0.05416666666666667,0.23905489923558026,0.6254635352286774,False,0.5925545702342233,0.1369006254343294,0.315203955500618,False,0.3445722093393711,0.0,,,,,,
1283,vivado_windows/screenshot_2024-12-09_23-59-18.png,icon,windows,cut code in 1.xdc in vivado,0.34921875,0.32083333333333336,0.360546875,0.34097222222222223,0.5691452397498262,0.1446229913473424,False,0.2839164429256532,0.16817234190410008,0.32756489493201485,False,0.1867403044123963,0.0,,,,,,
1386,vscode_mac/screenshot_2024-11-16_14-25-13.png,icon,macos,Close the empty vscode.,0.1671875,0.16826923076923078,0.174609375,0.1796875,0.4996525364836692,0.8705882352941177,False,0.7702886267198146,0.7699791521890201,0.10481283422459893,False,0.6030601739569231,0.0,,,,,,
1337,vmware_mac/screenshot_2024-11-28_21-00-09.png,icon,macos,cancel snapshot saving,0.6588541666666666,0.5872873769024172,0.6655092592592593,0.5984780662488809,0.45031271716469773,0.4591397849462366,False,0.2505506824553156,0.3127171646977067,0.2956989247311828,False,0.4587414082041566,0.0,,,,,,
84,autocad_windows/screenshot_2024-11-29_21-06-23.png,icon,windows,cut,0.05,0.06388888888888888,0.054947916666666666,0.08518518518518518,0.330090340514246,0.7747524752475248,False,0.7532413395210886,0.6129256428075052,0.9158415841584159,False,1.010890415246403,0.0,,,,,,
819,photoshop_windows/screenshot_2024-12-05_12-30-04.png,text,windows,duplicate layer,0.90546875,0.6659722222222222,0.976171875,0.6777777777777778,0.4252953439888812,0.4647713226205192,False,0.5555699113005439,0.8929812369701181,0.5092707045735476,False,0.16949552807872767,0.0,,,,,,
109,autocad_windows/screenshot_2024-12-05_10-47-31.png,text,windows,Edit Block,0.06197916666666667,0.08796296296296297,0.08411458333333334,0.10925925925925926,0.7053509381514941,0.04950495049504951,False,0.6342080441687404,0.010423905489923557,0.4628712871287129,False,0.36960399367787433,0.0,,,,,,
713,origin_windows/screenshot_2024-12-05_13-29-49.png,text,windows,plot the 3D scatter plot,0.11354166666666667,0.9625,0.11796875,0.9708333333333333,0.9298123697011814,0.9715698393077874,False,0.8140719274586413,0.37178596247394025,0.2669962917181706,False,0.7450438783362876,0.0,,,,,,
180,blender_windows/screenshot_2024-12-02_13-33-34.png,text,windows,Duplicate Geometry Nodes. 002,0.430078125,0.46319444444444446,0.4390625,0.47638888888888886,0.35232800555941624,0.23980222496909764,False,0.2442517970113397,0.4419735927727589,0.6390605686032138,False,0.16943072248444624,0.0,,,,,,
1271,vivado_windows/screenshot_2024-12-10_00-19-17.png,text,windows,change default constraint set in settings of vivado,0.271875,0.3111111111111111,0.396484375,0.3333333333333333,0.551772063933287,0.29913473423980225,False,0.21881378928948622,0.21612230715774844,0.3003708281829419,False,0.12006260231535437,0.0,,,,,,
922,premiere_windows/screenshot_2024-12-07_23-13-17.png,icon,windows,create captions based on the transcription,0.14140625,0.10208333333333333,0.1515625,0.11805555555555555,0.7560806115357888,0.9864029666254636,False,1.0675055099140183,0.2640722724113968,0.6291718170580964,False,0.5322538744534943,0.0,,,,,,
847,ppt_windows/screenshot_2024-10-25_15-46-05.png,text,windows,Check the spelling,0.002777777777777778,0.03777777777777778,0.019791666666666666,0.06833333333333333,0.5628908964558721,0.5461624026696329,False,0.7398808918491339,0.35232800555941624,0.3592880978865406,False,0.45835454736689607,0.0,,,,,,
1432,common_windows/screenshot_2024-11-06_19-28-18.png,text,windows,open chrome dev on desktop,0.866015625,0.47847222222222224,0.88046875,0.5381944444444444,0.5072967338429465,0.38366336633663367,False,0.38659885633977875,0.5059068797776234,0.3935643564356436,False,0.38484691288567663,0.0,,,,,,
466,inventor_windows/screenshot_2024-11-24_11-51-03.png,text,windows,Mark dimensions,0.18046875,0.04351851851851852,0.19114583333333332,0.11296296296296296,0.6414176511466296,0.19554455445544555,False,0.4704688984167554,0.7234190410006949,0.18316831683168316,False,0.5477555926198422,0.0,,,,,,
712,origin_windows/screenshot_2024-12-05_13-43-51.png,icon,windows,adjust the 3D framework to match the layer frame size,0.19296875,0.9629629629629629,0.19739583333333333,0.9712962962962963,0.5225851285615011,0.5624227441285538,False,0.5205576632600528,0.6587908269631688,0.826946847960445,False,0.48433881351413327,0.0,,,,,,
1546,word_mac/screenshot_2024-10-23_20-56-24.png,icon,macos,draw box and whisker in word,0.26015625,0.25555555555555554,0.299609375,0.3277777777777778,0.5434329395413482,0.18541409147095178,False,0.2841624169365678,0.07574704656011119,0.03584672435105068,False,0.32728466786916577,0.0,,,,,,
759,origin_windows/screenshot_2024-11-16_18-41-27.png,text,windows,select the scattor plot,0.15364583333333334,0.1875,0.19791666666666666,0.2916666666666667,0.5295343988881167,0.2669962917181706,False,0.35481369848931554,0.40722724113968034,0.3300370828182942,False,0.2484937174467738,0.0,,,,,,
941,premiere_windows/screenshot_2024-12-07_22-37-53.png,icon,windows,mark out,0.59140625,0.55625,0.5984375,0.5729166666666666,0.6025017373175816,0.28553770086526575,False,0.2791485613651937,0.6038915913829048,0.311495673671199,False,0.2532465582890438,0.0,,,,,,
1190,stata_windows/screenshot_2024-12-05_21-23-08.png,text,windows,select general format,0.5,0.37083333333333335,0.5319444444444444,0.38472222222222224,0.40722724113968034,0.3816475495307612,False,0.10881381366381104,0.020847810979847115,0.13764337851929093,False,0.5502842104906728,0.0,,,,,,
1276,vivado_windows/screenshot_2024-12-10_00-14-54.png,icon,windows,show percentage in design run in vivado,0.244140625,0.7104166666666667,0.256640625,0.73125,0.6587908269631688,0.5908529048207664,False,0.4285856236038111,0.5872133425990271,0.7750309023485785,False,0.34115527194806217,0.0,,,,,,
698,matlab_mac/screenshot_2024-12-01_19-43-23.png,text,macos,set the number of terms in Fourier fitting,0.580859375,0.4861111111111111,0.641015625,0.5027777777777778,0.5649756775538568,0.7070457354758962,False,0.21751275381184165,0.1626129256428075,0.17676143386897405,False,0.5494701258311067,0.0,,,,,,
653,matlab_mac/screenshot_2024-12-01_16-30-34.png,text,macos,edit YTicks in plot,0.691796875,0.48125,0.751171875,0.4965277777777778,0.5239749826268242,0.3535228677379481,False,0.23944502450010954,0.17998610145934676,0.15451174289245984,False,0.6364184598298711,0.0,,,,,,
848,ppt_windows/screenshot_2024-10-25_15-29-04.png,text,windows,confirm to insert pie chart,0.5503472222222222,0.7338888888888889,0.5760416666666667,0.745,0.35649756775538566,0.3515016685205784,False,0.43957160534380163,0.40375260597637247,0.24582869855394884,False,0.5187274857235822,0.0,,,,,,
859,ppt_windows/screenshot_2024-10-25_15-34-47.png,text,windows,Insert object,0.41423611111111114,0.03777777777777778,0.4305555555555556,0.06833333333333333,0.5628908964558721,0.5461624026696329,False,0.5127311434198163,0.20639332870048646,0.9010011123470523,False,0.8750249992372244,0.0,,,,,,
65,android_studio_mac/screenshot_2024-11-07_14-47-06.png,text,macos,open app inspection in android studio ,0.29739583333333336,0.8592592592592593,0.3307291666666667,0.8708333333333333,0.6289089645587214,0.9765142150803461,False,0.3339960975268628,0.2731063238359972,0.10630407911001236,False,0.759846800682042,0.0,,,,,,
973,pycharm_mac/screenshot_2024-11-05_15-37-18.png,text,macos,add new git branch of the project in pycharm,0.228515625,0.14097222222222222,0.35,0.16111111111111112,0.590687977762335,0.18912237330037082,False,0.30382607647764664,0.2585128561501042,0.08405438813349815,False,0.07370581948691228,0.0,,,,,,
1238,unreal_engine_windows/screenshot_2024-12-16_00-25-25.png,text,windows,Sets material quality in the scene to low,0.8716145833333333,0.21388888888888888,0.91875,0.22407407407407406,0.8234885337039611,0.27070457354758964,False,0.0884040337523922,0.8985406532314107,0.9196538936959209,False,0.700680460574434,0.0,,,,,,
355,fruitloops_windows/screenshot_2024-11-04_10-55-44.png,icon,windows,show automation clips,0.178125,0.08541666666666667,0.1890625,0.09930555555555555,0.029186935371785964,0.1619283065512979,False,0.1693548318916375,0.03474635163307853,0.38813349814585907,False,0.3311145616442046,0.0,,,,,,
695,matlab_mac/screenshot_2024-12-01_16-37-50.png,icon,macos,add breakpoint for line 7,0.106640625,0.22569444444444445,0.116796875,0.2361111111111111,0.021542738012508687,0.0,False,0.24788667960070385,0.3537178596247394,0.054388133498145856,False,0.29953462020997107,0.0,,,,,,
